date,index_name,total_returns_index
2019-02-27,NIFTY SMALLCAP 250,5836.57
2019-02-28,NIFTY SMALLCAP 250,5886.52
2019-03-01,NIFTY SMALLCAP 250,6024.59
2019-03-05,NIFTY SMALLCAP 250,6245.98
2019-03-06,NIFTY SMALLCAP 250,6311.6
2019-03-07,NIFTY SMALLCAP 250,6307.04
2019-03-08,NIFTY SMALLCAP 250,6301.85
2019-03-11,NIFTY SMALLCAP 250,6420.39
2019-03-12,NIFTY SMALLCAP 250,6489.52
2019-03-13,NIFTY SMALLCAP 250,6466.01
2019-03-14,NIFTY SMALLCAP 250,6463.14
2019-03-15,NIFTY SMALLCAP 250,6429.63
2019-03-18,NIFTY SMALLCAP 250,6418.95
2019-03-19,NIFTY SMALLCAP 250,6447.31
2019-03-20,NIFTY SMALLCAP 250,6425.9
2019-03-22,NIFTY SMALLCAP 250,6392.0
2019-03-25,NIFTY SMALLCAP 250,6319.55
2019-03-26,NIFTY SMALLCAP 250,6371.65
2019-03-27,NIFTY SMALLCAP 250,6436.01
2019-03-28,NIFTY SMALLCAP 250,6485.41
2019-03-29,NIFTY SMALLCAP 250,6524.62
2019-04-01,NIFTY SMALLCAP 250,6586.72
2019-04-02,NIFTY SMALLCAP 250,6581.16
2019-04-03,NIFTY SMALLCAP 250,6518.32
2019-04-04,NIFTY SMALLCAP 250,6488.07
2019-04-05,NIFTY SMALLCAP 250,6546.75
2019-04-08,NIFTY SMALLCAP 250,6526.32
2019-04-09,NIFTY SMALLCAP 250,6518.94
2019-04-10,NIFTY SMALLCAP 250,6529.63
2019-04-11,NIFTY SMALLCAP 250,6535.03
2019-04-12,NIFTY SMALLCAP 250,6574.65
2019-04-15,NIFTY SMALLCAP 250,6611.21
2019-04-16,NIFTY SMALLCAP 250,6631.35
2019-04-18,NIFTY SMALLCAP 250,6552.68
2019-04-22,NIFTY SMALLCAP 250,6454.66
2019-04-23,NIFTY SMALLCAP 250,6435.39
2019-04-24,NIFTY SMALLCAP 250,6474.24
2019-04-25,NIFTY SMALLCAP 250,6473.77
2019-04-26,NIFTY SMALLCAP 250,6466.15
2019-04-30,NIFTY SMALLCAP 250,6392.56
2019-05-02,NIFTY SMALLCAP 250,6383.18
2019-05-03,NIFTY SMALLCAP 250,6372.59
2019-05-06,NIFTY SMALLCAP 250,6322.21
2019-05-07,NIFTY SMALLCAP 250,6272.56
2019-05-08,NIFTY SMALLCAP 250,6188.77
2019-05-09,NIFTY SMALLCAP 250,6169.91
2019-05-10,NIFTY SMALLCAP 250,6188.36
2019-05-13,NIFTY SMALLCAP 250,6048.31
2019-05-14,NIFTY SMALLCAP 250,6079.9
2019-05-15,NIFTY SMALLCAP 250,6040.89
2019-05-16,NIFTY SMALLCAP 250,6050.29
2019-05-17,NIFTY SMALLCAP 250,6069.74
2019-05-20,NIFTY SMALLCAP 250,6315.92
2019-05-21,NIFTY SMALLCAP 250,6276.83
2019-05-22,NIFTY SMALLCAP 250,6302.88
2019-05-23,NIFTY SMALLCAP 250,6293.97
2019-05-24,NIFTY SMALLCAP 250,6449.85
2019-05-27,NIFTY SMALLCAP 250,6559.1
2019-05-28,NIFTY SMALLCAP 250,6576.1
2019-05-29,NIFTY SMALLCAP 250,6534.43
2019-05-30,NIFTY SMALLCAP 250,6544.2
2019-05-31,NIFTY SMALLCAP 250,6497.86
2019-06-03,NIFTY SMALLCAP 250,6501.84
2019-06-04,NIFTY SMALLCAP 250,6497.88
2019-06-06,NIFTY SMALLCAP 250,6393.19
2019-06-07,NIFTY SMALLCAP 250,6386.61
2019-06-10,NIFTY SMALLCAP 250,6344.3
2019-06-11,NIFTY SMALLCAP 250,6355.16
2019-06-12,NIFTY SMALLCAP 250,6330.55
2019-06-13,NIFTY SMALLCAP 250,6296.74
2019-06-14,NIFTY SMALLCAP 250,6257.62
2019-06-17,NIFTY SMALLCAP 250,6167.38
2019-06-18,NIFTY SMALLCAP 250,6137.22
2019-06-19,NIFTY SMALLCAP 250,6053.65
2019-06-20,NIFTY SMALLCAP 250,6115.42
2019-06-21,NIFTY SMALLCAP 250,6114.16
2019-06-24,NIFTY SMALLCAP 250,6099.74
2019-06-25,NIFTY SMALLCAP 250,6125.34
2019-06-26,NIFTY SMALLCAP 250,6156.56
2019-06-27,NIFTY SMALLCAP 250,6175.18
2019-06-28,NIFTY SMALLCAP 250,6171.78
2019-07-01,NIFTY SMALLCAP 250,6201.68
2019-07-02,NIFTY SMALLCAP 250,6193.25
2019-07-03,NIFTY SMALLCAP 250,6210.33
2019-07-04,NIFTY SMALLCAP 250,6229.92
2019-07-05,NIFTY SMALLCAP 250,6150.1
2019-07-08,NIFTY SMALLCAP 250,6017.57
2019-07-09,NIFTY SMALLCAP 250,6025.01
2019-07-10,NIFTY SMALLCAP 250,5982.95
2019-07-11,NIFTY SMALLCAP 250,6005.25
2019-07-12,NIFTY SMALLCAP 250,6029.04
2019-07-15,NIFTY SMALLCAP 250,5982.36
2019-07-16,NIFTY SMALLCAP 250,5982.76
2019-07-17,NIFTY SMALLCAP 250,5983.28
2019-07-18,NIFTY SMALLCAP 250,5921.97
2019-07-19,NIFTY SMALLCAP 250,5822.36
2019-07-22,NIFTY SMALLCAP 250,5741.58
2019-07-23,NIFTY SMALLCAP 250,5772.53
2019-07-24,NIFTY SMALLCAP 250,5701.55
2019-07-25,NIFTY SMALLCAP 250,5687.25
2019-07-26,NIFTY SMALLCAP 250,5690.02
2019-07-29,NIFTY SMALLCAP 250,5633.47
2019-07-30,NIFTY SMALLCAP 250,5502.28
2019-07-31,NIFTY SMALLCAP 250,5520.4
2019-08-01,NIFTY SMALLCAP 250,5452.28
2019-08-02,NIFTY SMALLCAP 250,5420.28
2019-08-05,NIFTY SMALLCAP 250,5311.3
2019-08-06,NIFTY SMALLCAP 250,5400.15
2019-08-07,NIFTY SMALLCAP 250,5391.52
2019-08-08,NIFTY SMALLCAP 250,5435.17
2019-08-09,NIFTY SMALLCAP 250,5483.15
2019-08-13,NIFTY SMALLCAP 250,5404.13
2019-08-14,NIFTY SMALLCAP 250,5423.05
2019-08-16,NIFTY SMALLCAP 250,5431.44
2019-08-19,NIFTY SMALLCAP 250,5461.2
2019-08-20,NIFTY SMALLCAP 250,5421.86
2019-08-21,NIFTY SMALLCAP 250,5324.35
2019-08-22,NIFTY SMALLCAP 250,5211.09
2019-08-23,NIFTY SMALLCAP 250,5244.08
2019-08-26,NIFTY SMALLCAP 250,5352.57
2019-08-27,NIFTY SMALLCAP 250,5433.22
2019-08-28,NIFTY SMALLCAP 250,5404.67
2019-08-29,NIFTY SMALLCAP 250,5359.64
2019-08-30,NIFTY SMALLCAP 250,5408.08
2019-09-03,NIFTY SMALLCAP 250,5332.3
2019-09-04,NIFTY SMALLCAP 250,5344.83
2019-09-05,NIFTY SMALLCAP 250,5381.13
2019-09-06,NIFTY SMALLCAP 250,5441.02
2019-09-09,NIFTY SMALLCAP 250,5481.36
2019-09-11,NIFTY SMALLCAP 250,5567.84
2019-09-12,NIFTY SMALLCAP 250,5581.71
2019-09-13,NIFTY SMALLCAP 250,5615.46
2019-09-16,NIFTY SMALLCAP 250,5637.48
2019-09-17,NIFTY SMALLCAP 250,5525.29
2019-09-18,NIFTY SMALLCAP 250,5533.8
2019-09-19,NIFTY SMALLCAP 250,5457.66
2019-09-20,NIFTY SMALLCAP 250,5647.23
2019-09-23,NIFTY SMALLCAP 250,5829.78
2019-09-24,NIFTY SMALLCAP 250,5831.18
2019-09-25,NIFTY SMALLCAP 250,5736.8
2019-09-26,NIFTY SMALLCAP 250,5765.43
2019-09-27,NIFTY SMALLCAP 250,5722.21
2019-09-30,NIFTY SMALLCAP 250,5657.62
2019-10-01,NIFTY SMALLCAP 250,5561.69
2019-10-03,NIFTY SMALLCAP 250,5536.04
2019-10-04,NIFTY SMALLCAP 250,5486.5
2019-10-07,NIFTY SMALLCAP 250,5429.01
2019-10-09,NIFTY SMALLCAP 250,5462.25
2019-10-10,NIFTY SMALLCAP 250,5434.08
2019-10-11,NIFTY SMALLCAP 250,5451.33
2019-10-14,NIFTY SMALLCAP 250,5452.22
2019-10-15,NIFTY SMALLCAP 250,5448.85
2019-10-16,NIFTY SMALLCAP 250,5459.77
2019-10-17,NIFTY SMALLCAP 250,5512.86
2019-10-18,NIFTY SMALLCAP 250,5616.25
2019-10-22,NIFTY SMALLCAP 250,5663.05
2019-10-23,NIFTY SMALLCAP 250,5669.71
2019-10-24,NIFTY SMALLCAP 250,5642.32
2019-10-25,NIFTY SMALLCAP 250,5619.43
2019-10-27,NIFTY SMALLCAP 250,5682.77
2019-10-29,NIFTY SMALLCAP 250,5717.85
2019-10-30,NIFTY SMALLCAP 250,5754.93
2019-10-31,NIFTY SMALLCAP 250,5794.78
2019-11-01,NIFTY SMALLCAP 250,5828.45
2019-11-04,NIFTY SMALLCAP 250,5855.02
2019-11-05,NIFTY SMALLCAP 250,5801.1
2019-11-06,NIFTY SMALLCAP 250,5775.11
2019-11-07,NIFTY SMALLCAP 250,5805.61
2019-11-08,NIFTY SMALLCAP 250,5778.77
2019-11-11,NIFTY SMALLCAP 250,5783.75
2019-11-13,NIFTY SMALLCAP 250,5736.93
2019-11-14,NIFTY SMALLCAP 250,5736.72
2019-11-15,NIFTY SMALLCAP 250,5729.69
2019-11-18,NIFTY SMALLCAP 250,5740.14
2019-11-19,NIFTY SMALLCAP 250,5756.17
2019-11-20,NIFTY SMALLCAP 250,5759.81
2019-11-21,NIFTY SMALLCAP 250,5744.68
2019-11-22,NIFTY SMALLCAP 250,5745.62
2019-11-25,NIFTY SMALLCAP 250,5795.69
2019-11-26,NIFTY SMALLCAP 250,5770.28
2019-11-27,NIFTY SMALLCAP 250,5774.06
2019-11-28,NIFTY SMALLCAP 250,5809.76
2019-11-29,NIFTY SMALLCAP 250,5850.95
2019-12-02,NIFTY SMALLCAP 250,5808.34
2019-12-03,NIFTY SMALLCAP 250,5762.69
2019-12-04,NIFTY SMALLCAP 250,5783.58
2019-12-05,NIFTY SMALLCAP 250,5791.44
2019-12-06,NIFTY SMALLCAP 250,5731.64
2019-12-09,NIFTY SMALLCAP 250,5692.18
2019-12-10,NIFTY SMALLCAP 250,5639.55
2019-12-11,NIFTY SMALLCAP 250,5623.72
2019-12-12,NIFTY SMALLCAP 250,5654.35
2019-12-13,NIFTY SMALLCAP 250,5701.66
2019-12-16,NIFTY SMALLCAP 250,5697.94
2019-12-17,NIFTY SMALLCAP 250,5737.53
2019-12-18,NIFTY SMALLCAP 250,5738.97
2019-12-19,NIFTY SMALLCAP 250,5738.72
2019-12-20,NIFTY SMALLCAP 250,5742.69
2019-12-23,NIFTY SMALLCAP 250,5743.11
2019-12-24,NIFTY SMALLCAP 250,5745.46
2019-12-26,NIFTY SMALLCAP 250,5760.93
2019-12-27,NIFTY SMALLCAP 250,5808.3
2019-12-30,NIFTY SMALLCAP 250,5855.55
2019-12-31,NIFTY SMALLCAP 250,5883.53
2020-01-01,NIFTY SMALLCAP 250,5926.31
2020-01-02,NIFTY SMALLCAP 250,6021.79
2020-01-03,NIFTY SMALLCAP 250,6035.78
2020-01-06,NIFTY SMALLCAP 250,5920.47
2020-01-07,NIFTY SMALLCAP 250,5991.3
2020-01-08,NIFTY SMALLCAP 250,5990.45
2020-01-09,NIFTY SMALLCAP 250,6101.91
2020-01-10,NIFTY SMALLCAP 250,6142.98
2020-01-13,NIFTY SMALLCAP 250,6201.71
2020-01-14,NIFTY SMALLCAP 250,6235.52
2020-01-15,NIFTY SMALLCAP 250,6294.04
2020-01-16,NIFTY SMALLCAP 250,6340.14
2020-01-17,NIFTY SMALLCAP 250,6364.15
2020-01-20,NIFTY SMALLCAP 250,6330.89
2020-01-21,NIFTY SMALLCAP 250,6330.87
2020-01-22,NIFTY SMALLCAP 250,6321.92
2020-01-23,NIFTY SMALLCAP 250,6362.53
2020-01-24,NIFTY SMALLCAP 250,6396.11
2020-01-27,NIFTY SMALLCAP 250,6391.37
2020-01-28,NIFTY SMALLCAP 250,6376.69
2020-01-29,NIFTY SMALLCAP 250,6379.82
2020-01-30,NIFTY SMALLCAP 250,6304.02
2020-01-31,NIFTY SMALLCAP 250,6300.19
2020-02-01,NIFTY SMALLCAP 250,6141.7
2020-02-03,NIFTY SMALLCAP 250,6137.24
2020-02-04,NIFTY SMALLCAP 250,6248.58
2020-02-05,NIFTY SMALLCAP 250,6297.62
2020-02-06,NIFTY SMALLCAP 250,6349.05
2020-02-07,NIFTY SMALLCAP 250,6373.36
2020-02-10,NIFTY SMALLCAP 250,6331.31
2020-02-11,NIFTY SMALLCAP 250,6336.1
2020-02-12,NIFTY SMALLCAP 250,6322.89
2020-02-13,NIFTY SMALLCAP 250,6316.08
2020-02-14,NIFTY SMALLCAP 250,6300.03
2020-02-17,NIFTY SMALLCAP 250,6230.67
2020-02-18,NIFTY SMALLCAP 250,6199.76
2020-02-19,NIFTY SMALLCAP 250,6283.88
2020-02-20,NIFTY SMALLCAP 250,6309.1
2020-02-24,NIFTY SMALLCAP 250,6203.65
2020-02-25,NIFTY SMALLCAP 250,6186.77
2020-02-26,NIFTY SMALLCAP 250,6150.39
2020-02-27,NIFTY SMALLCAP 250,6090.54
2020-02-28,NIFTY SMALLCAP 250,5858.34
2020-03-02,NIFTY SMALLCAP 250,5790.35
2020-03-03,NIFTY SMALLCAP 250,5859.4
2020-03-04,NIFTY SMALLCAP 250,5768.55
2020-03-05,NIFTY SMALLCAP 250,5795.22
2020-03-06,NIFTY SMALLCAP 250,5663.56
2020-03-09,NIFTY SMALLCAP 250,5400.6
2020-03-11,NIFTY SMALLCAP 250,5386.57
2020-03-12,NIFTY SMALLCAP 250,4911.61
2020-03-13,NIFTY SMALLCAP 250,4945.46
2020-03-16,NIFTY SMALLCAP 250,4677.61
2020-03-17,NIFTY SMALLCAP 250,4570.1
2020-03-18,NIFTY SMALLCAP 250,4293.66
2020-03-19,NIFTY SMALLCAP 250,4073.1
2020-03-20,NIFTY SMALLCAP 250,4164.75
2020-03-23,NIFTY SMALLCAP 250,3649.74
2020-03-24,NIFTY SMALLCAP 250,3614.88
2020-03-25,NIFTY SMALLCAP 250,3705.15
2020-03-26,NIFTY SMALLCAP 250,3834.21
2020-03-27,NIFTY SMALLCAP 250,3867.88
2020-03-30,NIFTY SMALLCAP 250,3778.05
2020-03-31,NIFTY SMALLCAP 250,3900.5
2020-04-01,NIFTY SMALLCAP 250,3862.36
2020-04-03,NIFTY SMALLCAP 250,3819.82
2020-04-07,NIFTY SMALLCAP 250,3952.76
2020-04-08,NIFTY SMALLCAP 250,4019.9
2020-04-09,NIFTY SMALLCAP 250,4157.69
2020-04-13,NIFTY SMALLCAP 250,4140.27
2020-04-15,NIFTY SMALLCAP 250,4184.4
2020-04-16,NIFTY SMALLCAP 250,4269.24
2020-04-17,NIFTY SMALLCAP 250,4397.65
2020-04-20,NIFTY SMALLCAP 250,4426.59
2020-04-21,NIFTY SMALLCAP 250,4272.26
2020-04-22,NIFTY SMALLCAP 250,4292.79
2020-04-23,NIFTY SMALLCAP 250,4350.35
2020-04-24,NIFTY SMALLCAP 250,4269.44
2020-04-27,NIFTY SMALLCAP 250,4304.36
2020-04-28,NIFTY SMALLCAP 250,4335.7
2020-04-29,NIFTY SMALLCAP 250,4374.51
2020-04-30,NIFTY SMALLCAP 250,4405.21
2020-05-04,NIFTY SMALLCAP 250,4266.6
2020-05-05,NIFTY SMALLCAP 250,4214.26
2020-05-06,NIFTY SMALLCAP 250,4230.83
2020-05-07,NIFTY SMALLCAP 250,4239.23
2020-05-08,NIFTY SMALLCAP 250,4207.42
2020-05-11,NIFTY SMALLCAP 250,4191.47
2020-05-12,NIFTY SMALLCAP 250,4157.7
2020-05-13,NIFTY SMALLCAP 250,4252.96
2020-05-14,NIFTY SMALLCAP 250,4214.27
2020-05-15,NIFTY SMALLCAP 250,4217.21
2020-05-18,NIFTY SMALLCAP 250,4084.83
2020-05-19,NIFTY SMALLCAP 250,4084.83
2020-05-20,NIFTY SMALLCAP 250,4135.39
2020-05-21,NIFTY SMALLCAP 250,4162.62
2020-05-22,NIFTY SMALLCAP 250,4145.22
2020-05-26,NIFTY SMALLCAP 250,4170.39
2020-05-27,NIFTY SMALLCAP 250,4192.35
2020-05-28,NIFTY SMALLCAP 250,4262.61
2020-05-29,NIFTY SMALLCAP 250,4311.8
2020-06-01,NIFTY SMALLCAP 250,4449.73
2020-06-02,NIFTY SMALLCAP 250,4548.65
2020-06-03,NIFTY SMALLCAP 250,4607.53
2020-06-04,NIFTY SMALLCAP 250,4607.46
2020-06-05,NIFTY SMALLCAP 250,4736.99
2020-06-08,NIFTY SMALLCAP 250,4790.08
2020-06-09,NIFTY SMALLCAP 250,4738.79
2020-06-10,NIFTY SMALLCAP 250,4777.84
2020-06-11,NIFTY SMALLCAP 250,4724.18
2020-06-12,NIFTY SMALLCAP 250,4717.4
2020-06-15,NIFTY SMALLCAP 250,4733.65
2020-06-16,NIFTY SMALLCAP 250,4730.06
2020-06-17,NIFTY SMALLCAP 250,4758.59
2020-06-18,NIFTY SMALLCAP 250,4825.74
2020-06-19,NIFTY SMALLCAP 250,4907.23
2020-06-22,NIFTY SMALLCAP 250,5003.02
2020-06-23,NIFTY SMALLCAP 250,5080.57
2020-06-24,NIFTY SMALLCAP 250,5009.0
2020-06-25,NIFTY SMALLCAP 250,5027.57
2020-06-26,NIFTY SMALLCAP 250,5055.53
2020-06-29,NIFTY SMALLCAP 250,4993.84
2020-06-30,NIFTY SMALLCAP 250,4956.55
2020-07-01,NIFTY SMALLCAP 250,4991.35
2020-07-02,NIFTY SMALLCAP 250,5034.44
2020-07-03,NIFTY SMALLCAP 250,5048.24
2020-07-06,NIFTY SMALLCAP 250,5127.85
2020-07-07,NIFTY SMALLCAP 250,5163.26
2020-07-08,NIFTY SMALLCAP 250,5149.2
2020-07-09,NIFTY SMALLCAP 250,5192.07
2020-07-10,NIFTY SMALLCAP 250,5175.08
2020-07-13,NIFTY SMALLCAP 250,5175.57
2020-07-14,NIFTY SMALLCAP 250,5108.03
2020-07-15,NIFTY SMALLCAP 250,5104.7
2020-07-16,NIFTY SMALLCAP 250,5101.71
2020-07-17,NIFTY SMALLCAP 250,5168.93
2020-07-20,NIFTY SMALLCAP 250,5217.96
2020-07-21,NIFTY SMALLCAP 250,5237.01
2020-07-22,NIFTY SMALLCAP 250,5228.68
2020-07-23,NIFTY SMALLCAP 250,5267.5
2020-07-24,NIFTY SMALLCAP 250,5252.62
2020-07-27,NIFTY SMALLCAP 250,5207.4
2020-07-28,NIFTY SMALLCAP 250,5260.6
2020-07-29,NIFTY SMALLCAP 250,5265.69
2020-07-30,NIFTY SMALLCAP 250,5230.46
2020-07-31,NIFTY SMALLCAP 250,5270.39
2020-08-03,NIFTY SMALLCAP 250,5328.32
2020-08-04,NIFTY SMALLCAP 250,5408.04
2020-08-05,NIFTY SMALLCAP 250,5460.02
2020-08-06,NIFTY SMALLCAP 250,5496.67
2020-08-07,NIFTY SMALLCAP 250,5542.19
2020-08-10,NIFTY SMALLCAP 250,5629.45
2020-08-11,NIFTY SMALLCAP 250,5647.05
2020-08-12,NIFTY SMALLCAP 250,5666.37
2020-08-13,NIFTY SMALLCAP 250,5718.57
2020-08-14,NIFTY SMALLCAP 250,5674.53
2020-08-17,NIFTY SMALLCAP 250,5732.01
2020-08-18,NIFTY SMALLCAP 250,5807.21
2020-08-19,NIFTY SMALLCAP 250,5884.04
2020-08-20,NIFTY SMALLCAP 250,5913.61
2020-08-21,NIFTY SMALLCAP 250,6002.95
2020-08-24,NIFTY SMALLCAP 250,6094.1
2020-08-25,NIFTY SMALLCAP 250,6116.97
2020-08-26,NIFTY SMALLCAP 250,6178.11
2020-08-27,NIFTY SMALLCAP 250,6194.51
2020-08-28,NIFTY SMALLCAP 250,6181.46
2020-08-31,NIFTY SMALLCAP 250,5903.63
2020-09-01,NIFTY SMALLCAP 250,5915.51
2020-09-02,NIFTY SMALLCAP 250,6007.43
2020-09-03,NIFTY SMALLCAP 250,6044.79
2020-09-04,NIFTY SMALLCAP 250,5980.13
2020-09-07,NIFTY SMALLCAP 250,5987.64
2020-09-08,NIFTY SMALLCAP 250,5931.88
2020-09-09,NIFTY SMALLCAP 250,5848.63
2020-09-10,NIFTY SMALLCAP 250,5928.92
2020-09-11,NIFTY SMALLCAP 250,5940.88
2020-09-14,NIFTY SMALLCAP 250,6243.16
2020-09-15,NIFTY SMALLCAP 250,6324.05
2020-09-16,NIFTY SMALLCAP 250,6347.61
2020-09-17,NIFTY SMALLCAP 250,6312.63
2020-09-18,NIFTY SMALLCAP 250,6298.54
2020-09-21,NIFTY SMALLCAP 250,6061.05
2020-09-22,NIFTY SMALLCAP 250,5949.57
2020-09-23,NIFTY SMALLCAP 250,5949.96
2020-09-24,NIFTY SMALLCAP 250,5810.62
2020-09-25,NIFTY SMALLCAP 250,5960.08
2020-09-28,NIFTY SMALLCAP 250,6135.01
2020-09-29,NIFTY SMALLCAP 250,6120.12
2020-09-30,NIFTY SMALLCAP 250,6115.18
2020-10-01,NIFTY SMALLCAP 250,6162.66
2020-10-05,NIFTY SMALLCAP 250,6194.1
2020-10-06,NIFTY SMALLCAP 250,6227.22
2020-10-07,NIFTY SMALLCAP 250,6197.96
2020-10-08,NIFTY SMALLCAP 250,6179.61
2020-10-09,NIFTY SMALLCAP 250,6160.08
2020-10-12,NIFTY SMALLCAP 250,6118.15
2020-10-13,NIFTY SMALLCAP 250,6110.15
2020-10-14,NIFTY SMALLCAP 250,6114.77
2020-10-15,NIFTY SMALLCAP 250,6019.16
2020-10-16,NIFTY SMALLCAP 250,6099.48
2020-10-19,NIFTY SMALLCAP 250,6134.29
2020-10-20,NIFTY SMALLCAP 250,6150.05
2020-10-21,NIFTY SMALLCAP 250,6149.96
2020-10-22,NIFTY SMALLCAP 250,6197.61
2020-10-23,NIFTY SMALLCAP 250,6241.41
2020-10-26,NIFTY SMALLCAP 250,6174.16
2020-10-27,NIFTY SMALLCAP 250,6186.24
2020-10-28,NIFTY SMALLCAP 250,6135.5
2020-10-29,NIFTY SMALLCAP 250,6084.53
2020-10-30,NIFTY SMALLCAP 250,6086.06
2020-11-02,NIFTY SMALLCAP 250,6007.88
2020-11-03,NIFTY SMALLCAP 250,6023.1
2020-11-04,NIFTY SMALLCAP 250,6024.4
2020-11-05,NIFTY SMALLCAP 250,6123.11
2020-11-06,NIFTY SMALLCAP 250,6153.32
2020-11-09,NIFTY SMALLCAP 250,6178.64
2020-11-10,NIFTY SMALLCAP 250,6168.12
2020-11-11,NIFTY SMALLCAP 250,6202.24
2020-11-12,NIFTY SMALLCAP 250,6275.51
2020-11-13,NIFTY SMALLCAP 250,6334.62
2020-11-14,NIFTY SMALLCAP 250,6392.78
2020-11-17,NIFTY SMALLCAP 250,6424.9
2020-11-18,NIFTY SMALLCAP 250,6465.88
2020-11-19,NIFTY SMALLCAP 250,6466.34
2020-11-20,NIFTY SMALLCAP 250,6535.56
2020-11-23,NIFTY SMALLCAP 250,6644.57
2020-11-24,NIFTY SMALLCAP 250,6704.75
2020-11-25,NIFTY SMALLCAP 250,6641.48
2020-11-26,NIFTY SMALLCAP 250,6692.85
2020-11-27,NIFTY SMALLCAP 250,6862.18
2020-12-01,NIFTY SMALLCAP 250,6941.98
2020-12-02,NIFTY SMALLCAP 250,6962.55
2020-12-03,NIFTY SMALLCAP 250,7023.48
2020-12-04,NIFTY SMALLCAP 250,7058.78
2020-12-07,NIFTY SMALLCAP 250,7155.68
2020-12-08,NIFTY SMALLCAP 250,7136.8
2020-12-09,NIFTY SMALLCAP 250,7191.08
2020-12-10,NIFTY SMALLCAP 250,7145.29
2020-12-11,NIFTY SMALLCAP 250,7181.67
2020-12-14,NIFTY SMALLCAP 250,7239.68
2020-12-15,NIFTY SMALLCAP 250,7254.95
2020-12-16,NIFTY SMALLCAP 250,7324.39
2020-12-17,NIFTY SMALLCAP 250,7322.18
2020-12-18,NIFTY SMALLCAP 250,7295.12
2020-12-21,NIFTY SMALLCAP 250,6937.09
2020-12-22,NIFTY SMALLCAP 250,7002.78
2020-12-23,NIFTY SMALLCAP 250,7202.23
2020-12-24,NIFTY SMALLCAP 250,7257.0
2020-12-28,NIFTY SMALLCAP 250,7380.07
2020-12-29,NIFTY SMALLCAP 250,7380.1
2020-12-30,NIFTY SMALLCAP 250,7423.66
2020-12-31,NIFTY SMALLCAP 250,7440.28
2021-01-01,NIFTY SMALLCAP 250,7525.92
2021-01-04,NIFTY SMALLCAP 250,7624.31
2021-01-05,NIFTY SMALLCAP 250,7670.83
2021-01-06,NIFTY SMALLCAP 250,7651.47
2021-01-07,NIFTY SMALLCAP 250,7738.14
2021-01-08,NIFTY SMALLCAP 250,7793.25
2021-01-11,NIFTY SMALLCAP 250,7787.2
2021-01-12,NIFTY SMALLCAP 250,7809.58
2021-01-13,NIFTY SMALLCAP 250,7789.25
2021-01-14,NIFTY SMALLCAP 250,7823.52
2021-01-15,NIFTY SMALLCAP 250,7740.44
2021-01-18,NIFTY SMALLCAP 250,7597.54
2021-01-19,NIFTY SMALLCAP 250,7724.75
2021-01-20,NIFTY SMALLCAP 250,7756.36
2021-01-21,NIFTY SMALLCAP 250,7723.17
2021-01-22,NIFTY SMALLCAP 250,7669.56
2021-01-25,NIFTY SMALLCAP 250,7592.39
2021-01-27,NIFTY SMALLCAP 250,7576.21
2021-01-28,NIFTY SMALLCAP 250,7545.36
2021-01-29,NIFTY SMALLCAP 250,7520.47
2021-02-01,NIFTY SMALLCAP 250,7671.61
2021-02-02,NIFTY SMALLCAP 250,7767.82
2021-02-03,NIFTY SMALLCAP 250,7877.83
2021-02-04,NIFTY SMALLCAP 250,7986.75
2021-02-05,NIFTY SMALLCAP 250,8005.87
2021-02-08,NIFTY SMALLCAP 250,8127.95
2021-02-09,NIFTY SMALLCAP 250,8093.46
2021-02-10,NIFTY SMALLCAP 250,8126.77
2021-02-11,NIFTY SMALLCAP 250,8242.12
2021-02-12,NIFTY SMALLCAP 250,8230.57
2021-02-15,NIFTY SMALLCAP 250,8254.08
2021-02-16,NIFTY SMALLCAP 250,8273.1
2021-02-17,NIFTY SMALLCAP 250,8308.12
2021-02-18,NIFTY SMALLCAP 250,8380.21
2021-02-19,NIFTY SMALLCAP 250,8310.76
2021-02-22,NIFTY SMALLCAP 250,8229.67
2021-02-23,NIFTY SMALLCAP 250,8303.04
2021-02-24,NIFTY SMALLCAP 250,8409.35
2021-02-25,NIFTY SMALLCAP 250,8546.16
2021-02-26,NIFTY SMALLCAP 250,8454.68
2021-03-01,NIFTY SMALLCAP 250,8607.66
2021-03-02,NIFTY SMALLCAP 250,8712.39
2021-03-03,NIFTY SMALLCAP 250,8793.71
2021-03-04,NIFTY SMALLCAP 250,8879.35
2021-03-05,NIFTY SMALLCAP 250,8744.41
2021-03-08,NIFTY SMALLCAP 250,8798.53
2021-03-09,NIFTY SMALLCAP 250,8724.25
2021-03-10,NIFTY SMALLCAP 250,8816.94
2021-03-12,NIFTY SMALLCAP 250,8847.46
2021-03-15,NIFTY SMALLCAP 250,8782.3
2021-03-16,NIFTY SMALLCAP 250,8805.54
2021-03-17,NIFTY SMALLCAP 250,8609.24
2021-03-18,NIFTY SMALLCAP 250,8487.68
2021-03-19,NIFTY SMALLCAP 250,8525.09
2021-03-22,NIFTY SMALLCAP 250,8546.81
2021-03-23,NIFTY SMALLCAP 250,8605.9
2021-03-24,NIFTY SMALLCAP 250,8442.38
2021-03-25,NIFTY SMALLCAP 250,8281.07
2021-03-26,NIFTY SMALLCAP 250,8377.56
2021-03-30,NIFTY SMALLCAP 250,8484.92
2021-03-31,NIFTY SMALLCAP 250,8529.76
2021-04-01,NIFTY SMALLCAP 250,8697.4
